timestamp,right_hand_Accel_X,right_hand_Accel_Y,right_hand_Accel_Z,right_hand_Gyro_X,right_hand_Gyro_Y,right_hand_Gyro_Z,left_hand_Accel_X,left_hand_Accel_Y,left_hand_Accel_Z,left_hand_Gyro_X,left_hand_Gyro_Y,left_hand_Gyro_Z,right_leg_Accel_X,right_leg_Accel_Y,right_leg_Accel_Z,right_leg_Gyro_X,right_leg_Gyro_Y,right_leg_Gyro_Z,left_leg_Accel_X,left_leg_Accel_Y,left_leg_Accel_Z,left_leg_Gyro_X,left_leg_Gyro_Y,left_leg_Gyro_Z,ball_Accel_X,ball_Accel_Y,ball_Accel_Z,ball_Gyro_X,ball_Gyro_Y,ball_Gyro_Z
7618.636,-0.1484,-1.0911,9.9111,0.77,-1.33,1.05,0.3972,8.8056,-4.2257,0.49,-1.68,-1.05,0.2871,-8.4084,5.2977,0.91,-0.84,2.24,1.1438,-8.1308,6.0395,3.15,-0.14,-1.4,0.8471,4.934,8.662,0.7,-1.4,-0.28
7677.797,-0.1436,-1.1055,9.8919,0.7,-1.19,1.05,0.4164,8.8152,-4.2162,1.54,-1.82,-0.98,0.2824,-8.4179,5.336,0.7,-0.91,2.1,1.1916,-8.0303,5.9342,0.28,-1.61,-1.4,0.8566,4.9149,8.6812,0.28,-1.33,-0.28
7769.294,-0.1005,-1.0863,9.9015,0.49,-1.4,0.98,0.3924,8.8008,-4.2066,0.63,-1.75,-0.98,0.3063,-8.4275,5.2977,0.84,-0.77,2.24,1.1868,-7.9537,5.9103,0.63,-1.4,-0.84,0.8518,4.9244,8.6429,0.56,-1.47,-0.28
7918.22,-0.1196,-1.1055,9.9111,0.63,-1.33,0.98,0.4259,8.796,-4.2353,0.7,-1.68,-0.91,0.2967,-8.4275,5.3264,0.98,-0.91,2.03,1.1773,-7.992,5.9438,0.07,-1.54,-1.12,0.8518,4.9149,8.6381,0.42,-1.4,-0.28
8007.586,-0.1196,-1.1007,9.9206,0.63,-1.4,0.98,0.4068,8.8056,-4.2066,0.91,-1.75,-0.98,0.2871,-8.4132,5.2977,0.98,-0.63,2.1,1.1821,-8.0016,5.9294,0.42,-1.54,-1.19,0.8614,4.9149,8.6716,0.63,-1.26,-0.21
8068.615,-0.1101,-1.1103,9.9063,0.49,-1.26,0.91,0.3876,8.8152,-4.2305,0.98,-1.68,-1.05,0.2871,-8.4132,5.336,0.56,-0.91,2.03,1.1725,-8.0207,5.9151,0.0,-1.75,-1.4,0.8471,4.9101,8.6477,0.56,-1.33,-0.35
8156.985,-0.1292,-1.1007,9.9015,0.63,-1.33,0.84,0.402,8.8008,-4.2066,0.7,-1.75,-0.98,0.2967,-8.394,5.2929,0.91,-0.7,2.1,1.1821,-7.9825,5.9438,0.0,-1.82,-1.4,0.8518,4.9292,8.662,0.7,-1.19,-0.21
8308.844,-0.134,-1.1055,9.9206,0.7,-1.33,0.98,0.4068,8.8152,-4.2544,0.84,-1.68,-0.98,0.2728,-8.4179,5.3264,0.7,-0.91,2.03,1.1677,-8.016,5.9294,0.07,-1.75,-1.33,0.8423,4.9101,8.6572,0.84,-1.26,-0.21
8338.17,-0.1005,-1.1007,9.868,0.56,-1.26,1.05,0.3972,8.8439,-4.2018,1.05,-1.75,-0.98,0.3159,-8.4084,5.3169,0.91,-0.77,2.1,1.1821,-7.9825,5.9246,0.07,-1.68,-1.19,0.8327,4.9244,8.6524,0.56,-1.12,-0.21
8427.538,-0.1149,-1.1103,9.9111,0.84,-1.19,0.91,0.4116,8.8008,-4.2305,0.42,-1.68,-1.05,0.3063,-8.4084,5.3264,0.7,-0.91,1.96,1.1773,-7.949,5.939,1.12,-1.12,-1.12,0.8423,4.9244,8.662,0.7,-1.33,-0.21
8517.851,-0.1244,-1.1151,9.9015,0.84,-1.4,0.91,0.4068,8.8104,-4.2162,1.54,-1.75,-1.05,0.2871,-8.3845,5.2929,0.84,-0.63,2.17,1.1964,-8.0064,5.9438,-0.14,-1.82,-1.26,0.8614,4.9244,8.6572,0.28,-1.26,-0.28
8639.239,-0.1149,-1.1055,9.8776,0.63,-1.19,0.98,0.4068,8.8152,-4.2114,0.56,-1.61,-0.98,0.2632,-8.4132,5.3073,0.56,-0.98,2.03,1.1725,-8.0112,5.9151,-0.07,-1.75,-1.4,0.8471,4.9149,8.662,0.56,-1.26,-0.28
8728.697,-0.1005,-1.1055,9.8967,0.77,-1.12,1.12,0.4116,8.8152,-4.2066,0.98,-1.75,-0.91,0.3015,-8.4036,5.336,0.84,-0.77,2.03,1.1725,-7.9968,5.9151,0.14,-1.54,-1.19,0.8279,4.9292,8.6764,0.42,-1.4,-0.14
8818.72,-0.1292,-1.1151,9.9063,0.63,-1.26,0.91,0.3972,8.8199,-4.2018,0.49,-1.68,-0.91,0.2919,-8.4275,5.3312,0.7,-0.91,2.1,1.2108,-7.9872,5.9246,-0.07,-1.75,-1.4,0.8279,4.9053,8.6716,0.56,-1.26,-0.14
8907.981,-0.1101,-1.1246,9.9063,0.63,-1.33,1.05,0.402,8.8152,-4.2209,1.4,-1.89,-0.98,0.2776,-8.4132,5.3121,0.98,-0.7,2.17,1.1868,-8.016,5.9438,0.21,-1.68,-1.33,0.8327,4.9101,8.6477,0.91,-1.26,-0.42
9029.185,-0.134,-1.0959,9.9254,0.77,-1.26,1.05,0.402,8.8008,-4.2114,0.35,-1.68,-1.05,0.3015,-8.4179,5.3216,0.7,-0.91,2.03,1.1821,-7.9633,5.9151,1.4,-1.12,-1.05,0.8518,4.9244,8.6477,0.49,-1.19,-0.28
9087.555,-0.134,-1.1055,9.8967,0.56,-1.19,1.05,0.3876,8.8391,-4.2305,1.26,-1.82,-0.98,0.2919,-8.4323,5.3216,0.7,-0.84,2.1,1.1677,-8.0064,5.9581,0.35,-1.75,-1.4,0.8375,4.934,8.6812,0.63,-1.33,-0.21
9267.729,-0.1388,-1.1007,9.9159,0.56,-1.26,0.98,0.402,8.8056,-4.2353,0.98,-1.68,-1.05,0.2871,-8.4323,5.3456,0.77,-0.84,1.89,1.1964,-7.9825,5.9629,0.0,-1.82,-1.4,0.8758,4.9053,8.6477,0.28,-1.33,-0.28
9388.14,-0.1149,-1.1007,9.8967,0.63,-1.33,0.98,0.3924,8.8104,-4.2209,0.98,-1.75,-0.98,0.2967,-8.3988,5.2786,0.84,-0.7,2.17,1.1821,-7.9825,5.9486,0.07,-1.61,-1.19,0.8375,4.9101,8.6524,0.7,-1.4,-0.21
9477.082,-0.1244,-1.1151,9.9111,0.49,-1.33,0.91,0.3876,8.8104,-4.2305,1.12,-1.82,-1.05,0.2919,-8.3988,5.3169,0.77,-1.12,1.96,1.1725,-8.016,5.9294,0.21,-1.61,-1.19,0.8279,4.9053,8.6764,0.28,-1.33,-0.28
9568.36,-0.1196,-1.1055,9.8967,0.63,-1.26,1.05,0.3781,8.8008,-4.2066,0.91,-1.68,-1.05,0.2919,-8.4036,5.2929,1.05,-0.63,2.03,1.1821,-8.0351,5.9581,0.14,-1.82,-1.33,0.8518,4.9292,8.6524,0.49,-1.4,-0.14
9656.985,-0.1149,-1.1198,9.9159,0.7,-1.12,0.98,0.3924,8.8295,-4.2497,0.42,-1.68,-0.98,0.268,-8.4371,5.336,0.63,-0.98,1.89,1.1821,-7.9777,5.7428,0.98,-0.63,-1.05,0.8471,4.8909,8.662,0.21,-1.33,-0.28
9748.099,-0.1149,-1.1007,9.9015,0.63,-1.33,0.98,0.3972,8.8152,-4.2066,1.26,-1.89,-1.05,0.3015,-8.4084,5.3025,0.98,-0.7,2.24,1.1581,-7.9968,5.9486,0.14,-1.61,-1.12,0.8423,4.9292,8.6524,0.7,-1.26,-0.35
9838.515,-0.1053,-1.1055,9.8824,0.7,-1.4,0.91,0.4499,8.8152,-4.2066,0.35,-1.61,-0.98,0.2776,-8.3988,5.3312,0.77,-0.91,1.96,1.1964,-7.9968,5.9103,0.21,-1.47,-1.26,0.8471,4.9244,8.6477,0.42,-1.33,-0.21
9928.954,-0.1244,-1.1151,9.8728,0.7,-1.33,0.91,0.3829,8.8056,-4.1922,1.33,-1.75,-0.98,0.3063,-8.4132,5.3073,1.12,-0.7,2.1,1.1629,-8.0064,5.9581,0.07,-1.75,-1.33,0.8662,4.9149,8.6668,0.35,-1.4,-0.21
10049.106,-0.1388,-1.1055,9.9302,0.56,-1.33,1.05,0.402,8.8247,-4.2209,0.42,-1.75,-0.98,0.2871,-8.4323,5.3264,0.7,-0.98,1.96,1.1677,-7.992,5.939,0.07,-1.68,-1.4,0.8518,4.9196,8.6524,0.63,-1.19,-0.35
10137.292,-0.1292,-1.1007,9.9015,0.56,-1.19,1.05,0.4211,8.8199,-4.2305,0.77,-1.75,-1.05,0.2776,-8.4227,5.336,0.91,-0.77,2.1,1.2012,-7.9729,5.9246,0.0,-1.75,-1.33,0.8375,4.9005,8.662,0.7,-1.33,-0.28
10227.776,-0.1101,-1.1007,9.8871,0.63,-1.33,0.98,0.4068,8.8104,-4.2018,0.63,-1.68,-0.98,0.2919,-8.4036,5.3025,0.7,-0.91,1.96,1.1725,-7.9777,5.9055,0.56,-1.4,-1.05,0.8327,4.9244,8.6524,0.49,-1.19,-0.35
10318.211,-0.1196,-1.1055,9.9111,0.56,-1.26,0.98,0.3876,8.8152,-4.2066,1.26,-1.75,-0.98,0.268,-8.4179,5.3216,0.98,-0.84,2.03,1.1964,-7.9777,5.9342,0.28,-1.54,-1.26,0.8566,4.9101,8.6812,0.77,-1.4,-0.35
10411.15,-0.1196,-1.1055,9.9159,0.7,-1.47,0.84,0.4068,8.8056,-4.2209,0.49,-1.75,-1.05,0.2919,-8.4132,5.3169,0.84,-0.84,2.1,1.1916,-7.9968,5.9438,0.07,-1.75,-1.33,0.8375,4.9388,8.6764,0.63,-1.4,-0.28
10497.064,-0.1149,-1.0911,9.8967,0.77,-1.26,0.98,0.3972,8.8152,-4.2305,1.47,-1.89,-0.91,0.268,-8.4132,5.336,0.91,-0.98,2.1,1.1821,-8.0016,5.939,-0.14,-1.82,-1.33,0.8279,4.9196,8.6429,0.77,-1.26,-0.35
10587.621,-0.134,-1.0959,9.9254,0.42,-1.47,0.91,0.3876,8.8056,-4.2257,0.63,-1.68,-1.05,0.3063,-8.4036,5.2977,0.91,-0.84,2.1,1.1629,-8.016,5.939,0.14,-1.75,-1.4,0.8471,4.9196,8.6285,0.56,-0.98,-0.56
10677.741,-0.1388,-1.1103,9.868,0.56,-1.33,0.98,0.3972,8.7912,-4.2257,1.05,-1.75,-0.98,0.2776,-8.4227,5.3169,0.7,-0.91,2.03,1.2012,-8.0112,5.9007,0.0,-1.75,-1.47,0.8136,4.9436,8.7338,4.62,-1.19,-0.14
10797.477,-0.1196,-1.1342,9.9159,0.56,-1.19,1.05,0.402,8.8104,-4.2018,1.12,-1.68,-0.98,0.2871,-8.394,5.3025,0.91,-0.77,2.17,1.1773,-7.9681,5.939,0.42,-1.4,-1.19,0.8471,4.9005,8.6716,0.28,-0.98,-0.42
10887.502,-0.1244,-1.1103,9.9302,0.49,-1.26,0.98,0.3876,8.8056,-4.2544,0.7,-1.75,-1.05,0.2919,-8.4323,5.336,0.7,-0.98,1.96,1.2012,-8.0064,5.9438,0.35,-1.61,-1.26,0.8423,4.934,8.6333,0.0,-1.89,0.0
10978.389,-0.1196,-1.1007,9.9254,0.42,-1.33,1.05,0.3972,8.8104,-4.1922,1.12,-1.89,-1.05,0.2728,-8.4036,5.3216,0.98,-0.91,2.17,1.1821,-7.9394,5.9246,0.49,-1.47,-0.91,0.8327,4.9101,8.6907,0.49,-1.26,-0.35
11067.787,-0.1196,-1.1103,9.9063,0.49,-1.26,0.98,0.402,8.8008,-4.2449,0.98,-1.75,-0.91,0.2728,-8.4323,5.3216,0.63,-0.98,2.03,1.2012,-8.2696,6.207,2.03,-1.61,-1.96,0.8279,4.9053,8.6429,0.28,-1.4,-0.28
11157.236,-0.1053,-1.1055,9.9254,0.56,-1.33,0.91,0.3781,8.8152,-4.2114,1.19,-1.75,-0.98,0.2871,-8.4179,5.3264,0.98,-0.63,2.1,1.1581,-7.992,5.9246,-0.35,-2.03,-1.19,0.8471,4.9149,8.6333,0.84,-0.91,-0.28
11248.338,-0.1149,-1.0816,9.9159,0.7,-1.12,0.91,0.4259,8.7864,-4.2305,0.35,-1.68,-1.05,0.268,-8.394,5.3169,0.63,-0.91,1.96,1.2203,-7.9825,5.9533,2.24,-0.98,-0.56,0.8614,4.9149,8.662,0.35,-1.47,-0.28
11339.564,-0.1149,-1.1103,9.9159,0.63,-1.26,1.05,0.3781,8.8104,-4.1827,1.47,-1.68,-0.98,0.2824,-8.4371,5.2929,0.98,-0.7,1.89,1.1773,-7.9872,5.9103,-0.07,-1.68,-1.05,0.8614,4.9149,8.6524,0.91,-1.12,-0.35
11458.043,-0.1053,-1.1055,9.9302,0.63,-1.4,0.77,0.3924,8.8056,-4.2401,0.77,-1.75,-1.05,0.2871,-8.4132,5.3216,0.56,-0.98,2.1,1.1964,-8.0112,5.9055,0.21,-1.54,-1.33,0.8471,4.9531,8.6381,0.56,-1.26,-0.21
11547.506,-0.1101,-1.1151,9.8967,0.63,-1.26,0.98,0.4116,8.8295,-4.2114,0.98,-1.68,-1.05,0.2967,-8.4036,5.2977,1.05,-0.84,2.17,1.1868,-7.992,5.9342,-0.07,-1.82,-1.33,0.8566,4.9244,8.6285,0.77,-1.26,-0.28
11638.254,-0.1196,-1.1198,9.9111,0.7,-1.33,1.05,0.4211,8.8247,-4.2114,0.7,-1.75,-1.05,0.2871,-8.4036,5.3073,0.77,-0.98,1.96,1.1868,-7.9968,5.939,-0.14,-1.75,-1.54,0.8518,4.9101,8.6668,0.49,-1.26,-0.28
11728.589,-0.1244,-1.1007,9.9159,0.49,-1.26,1.12,0.3829,8.8104,-4.2257,1.33,-1.82,-0.98,0.2824,-8.4084,5.3216,0.98,-0.77,2.03,1.2108,-7.992,5.9055,-0.07,-1.82,-1.47,0.8518,4.9149,8.6668,0.7,-1.33,-0.21
11817.682,-0.1149,-1.1007,9.9302,0.7,-1.4,0.84,0.4068,8.7912,-4.2305,0.49,-1.68,-1.05,0.2536,-8.4227,5.3025,0.84,-0.91,2.03,1.1868,-7.9825,5.9246,0.21,-1.54,-1.26,0.8423,4.9149,8.6668,0.56,-1.26,-0.21
11907.867,-0.1196,-1.1151,9.9063,0.56,-1.26,1.05,0.3876,8.8152,-4.197,1.19,-1.82,-1.05,0.3015,-8.394,5.3312,0.91,-0.84,2.1,1.1677,-8.016,5.9246,0.0,-1.68,-1.19,0.8375,4.9053,8.6477,0.35,-1.33,-0.28
12001.684,-0.1292,-1.1055,9.9111,0.56,-1.4,0.91,0.3924,8.8056,-4.2018,0.42,-1.75,-0.98,0.3015,-8.3845,5.2881,0.77,-0.77,2.1,1.1773,-7.9872,5.9533,0.07,-1.75,-1.33,0.8423,4.9101,8.6668,0.56,-1.33,-0.28
12118.011,-0.134,-1.1103,9.8967,0.56,-1.26,0.84,0.3829,8.8343,-4.2114,0.98,-1.75,-1.05,0.2871,-8.4323,5.3312,0.77,-0.84,2.03,1.1677,-7.9968,5.939,-0.14,-1.75,-1.33,0.8375,4.9436,8.6524,0.49,-1.33,-0.28
12207.637,-0.1196,-1.0911,9.9159,0.63,-1.19,1.12,0.3972,8.8247,-4.1922,0.7,-1.75,-0.98,0.3063,-8.394,5.2977,0.7,-0.84,2.24,1.1773,-7.992,5.9294,-17.85,-1.75,-1.33,0.8423,4.9101,8.6381,0.7,-1.26,-0.35
12297.734,-0.1579,-1.0911,9.9063,0.7,-1.4,1.05,0.3829,8.8391,-4.2209,1.05,-1.75,-0.98,0.2584,-8.4179,5.336,0.77,-0.84,1.89,1.1821,-8.0447,5.9151,-0.07,-1.68,-1.33,0.8471,4.934,8.6716,0.35,-1.33,-0.28
12390.339,-0.1244,-1.1007,9.9254,0.49,-1.4,1.05,0.4116,8.8295,-4.1874,0.77,-1.82,-1.05,0.2919,-8.3988,5.2786,1.12,-0.7,2.1,1.1821,-7.9825,5.9198,0.07,-1.61,-1.12,0.8471,4.9053,8.6668,0.7,-1.4,-0.14
12478.094,-0.1149,-1.1055,9.9206,0.63,-1.4,0.91,0.4068,8.8056,-4.2544,0.63,-1.68,-0.98,0.2871,-8.4179,5.3216,0.77,-0.98,2.17,1.2012,-8.0016,5.9246,0.07,-1.75,-1.33,0.8327,4.9292,8.6477,0.63,-1.33,-0.28
12569.239,-0.1244,-1.1246,9.9015,0.56,-1.33,0.98,0.4068,8.8152,-4.2018,1.26,-1.82,-0.91,0.2776,-8.3892,5.2977,1.05,-0.84,2.1,1.1868,-7.992,5.9629,0.21,-1.61,-1.12,0.8471,4.9292,8.6668,0.56,-1.26,-0.35
12657.271,-0.1196,-1.1151,9.9063,0.63,-1.4,0.98,0.4211,8.8152,-4.2401,0.49,-1.75,-0.98,0.2824,-8.4419,5.3025,0.56,-0.84,2.03,1.1868,-8.0064,5.9486,0.21,-1.54,-1.26,0.8375,4.9196,8.6668,0.7,-1.33,-0.21
12747.777,-0.1292,-1.1055,9.8967,0.63,-1.26,0.98,0.3829,8.8199,-4.2209,1.33,-1.75,-0.98,0.2871,-8.4179,5.3121,0.84,-0.7,2.1,1.1868,-7.992,5.9342,-0.14,-1.75,-1.33,0.8423,4.9053,8.6572,0.42,-1.26,-0.35
12868.612,-0.1388,-1.0959,9.9254,0.56,-1.33,1.05,0.3972,8.8152,-4.2257,0.63,-1.68,-0.98,0.3015,-8.4227,5.3121,0.63,-0.98,1.96,1.1773,-8.0542,5.9533,0.0,-1.75,-1.33,0.8471,4.9149,8.6716,0.28,-1.4,-0.14
12957.344,-0.1244,-1.1198,9.8967,0.7,-1.19,1.05,0.4164,8.8295,-4.2018,1.19,-1.75,-0.98,0.2967,-8.4275,5.3025,1.26,-0.77,2.17,1.1773,-7.992,5.9342,0.49,-1.4,-0.84,0.8327,4.9292,8.6477,0.49,-1.26,-0.28
13047.633,-0.1196,-1.1103,9.9206,0.56,-1.33,0.98,0.4164,8.8295,-4.2209,0.35,-1.61,-1.05,0.2632,-8.4036,5.3073,0.56,-1.05,2.03,1.1725,-8.0351,5.9533,0.14,-1.68,-1.26,0.8471,4.9292,8.6524,0.56,-1.33,-0.35
13168.561,-0.1053,-1.1294,9.9254,0.63,-1.33,0.98,0.4211,8.8295,-4.2162,1.33,-1.68,-0.98,0.3015,-8.3892,5.3312,0.91,-0.91,2.1,1.1964,-8.0112,5.9342,0.49,-1.47,-1.19,0.8279,4.9149,8.662,0.63,-1.33,-0.28
13227.764,-0.1244,-1.0863,9.935,0.7,-1.26,0.98,0.402,8.8295,-4.2257,0.42,-1.68,-0.98,0.2776,-8.4036,5.3264,0.49,-0.91,2.1,1.2969,-7.9633,5.9486,1.33,-1.47,-0.98,0.8375,4.9149,8.6477,0.42,-1.26,-0.35
13318.401,-0.1244,-1.1151,9.9206,0.56,-1.19,0.91,0.402,8.8295,-4.2305,1.19,-1.82,-0.98,0.2967,-8.4036,5.3312,0.98,-0.7,2.03,1.2443,-8.0016,6.0634,-0.49,-2.17,-1.33,0.8471,4.9292,8.6716,0.63,-1.33,-0.28
13409.47,-0.1436,-1.0863,9.9015,0.56,-1.26,1.05,0.402,8.8247,-4.1922,0.98,-1.75,-1.05,0.2871,-8.3988,5.2881,0.7,-0.84,2.03,1.1916,-8.0255,5.9103,0.77,-1.12,-1.12,0.8423,4.9292,8.662,0.35,-1.26,-0.35
13530.809,-0.1244,-1.1151,9.9254,0.49,-1.33,0.91,0.402,8.8104,-4.2209,0.91,-1.75,-0.98,0.2728,-8.3988,5.3264,0.91,-0.98,1.82,1.2586,-8.0064,5.7571,1.05,-0.7,-1.19,0.8423,4.9101,8.662,0.49,-1.26,-0.35
13617.549,-0.1292,-1.1103,9.9254,0.63,-1.47,0.98,0.402,8.8199,-4.2209,0.91,-1.68,-0.98,0.3015,-8.4227,5.2977,0.77,-0.7,2.1,0.0479,-8.0542,5.9342,1.12,-1.05,-1.47,0.8423,4.9196,8.662,0.49,-1.19,-0.21
13707.381,-0.1388,-1.1055,9.9398,0.56,-1.33,1.05,0.3972,8.8152,-4.2497,1.05,-1.68,-1.05,0.2919,-8.3892,5.3121,0.84,-0.98,1.96,1.0433,-7.6331,5.5561,3.08,-0.42,0.49,0.8518,4.9244,8.6668,0.56,-1.33,-0.21
13797.988,-0.1196,-1.0863,9.9206,0.63,-1.19,1.05,0.4164,8.8104,-4.2209,0.63,-1.75,-0.91,0.2824,-8.3892,5.2929,0.7,-0.77,2.17,1.1198,-7.815,5.9246,-0.21,-1.54,-0.49,0.8614,4.8957,8.6524,0.28,-1.33,-0.35
13888.143,-0.1101,-1.0959,9.9159,0.84,-1.33,0.91,0.402,8.7769,-4.2257,0.98,-1.82,-0.98,0.2967,-8.394,5.3264,0.63,-0.91,2.03,1.1342,-8.016,5.9055,-0.21,-2.1,-1.82,0.8375,4.9005,8.6668,0.56,-1.33,-0.28
13979.198,-0.1196,-1.1151,9.9206,0.49,-1.4,0.98,0.3876,8.8295,-4.1827,0.98,-1.82,-0.98,0.2919,-8.3988,5.3121,0.98,-0.77,2.31,1.1773,-7.9968,5.939,0.14,-1.75,-1.4,0.8471,4.9196,8.6572,0.42,-1.33,-0.35
14068.931,-0.134,-1.1055,9.9015,0.77,-1.33,0.84,0.4164,8.8247,-4.2305,0.56,-1.68,-1.05,0.2871,-8.4084,5.3264,0.77,-1.05,2.03,1.1821,-7.8772,5.9438,-0.35,-2.45,-1.4,0.8423,4.9196,8.6572,0.63,-1.19,-0.35
14158.244,-0.1292,-1.1151,9.8967,0.63,-1.4,0.98,0.3972,8.8343,-4.1922,1.33,-1.89,-1.05,0.2824,-8.3845,5.3121,0.77,-0.84,2.17,1.1821,-7.9777,5.9055,0.7,-1.4,-0.98,0.8423,4.9244,8.6572,0.42,-1.33,-0.21
14277.397,-0.1149,-1.1151,9.9541,0.49,-1.4,1.05,0.4164,8.7912,-4.2114,0.56,-1.61,-0.98,0.2632,-8.4132,5.3312,0.77,-0.98,2.03,1.1916,-7.9968,5.9725,0.35,-1.68,-1.19,0.8566,4.934,8.6477,0.63,-1.4,-0.28
14367.617,-0.1149,-1.1007,9.9206,0.63,-1.19,1.05,0.4116,8.796,-4.2305,1.05,-1.75,-0.98,0.2871,-8.4179,5.2977,0.91,-0.7,2.1,1.1868,-7.9872,5.939,0.07,-1.68,-1.26,0.8518,4.934,8.6429,0.42,-1.33,-0.28
14458.774,-0.1101,-1.1246,9.8824,0.77,-1.26,0.91,0.4116,8.8391,-4.2162,0.49,-1.75,-1.05,0.2584,-8.4036,5.3408,0.84,-0.91,2.03,1.2921,-8.1835,6.0682,1.61,-0.35,-2.1,0.8471,4.9196,8.6429,0.63,-1.33,-0.42
